;host_response_time;host_response_rate;host_is_superhost;host_listings_count;latitude;longitude;property_type;room_type;accommodates;bathrooms;bedrooms;beds;bed_type;amenities;price;security_deposit;cleaning_fee;guests_included;extra_people;minimum_nights;maximum_nights;number_of_reviews;review_scores_rating;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;review_scores_value;instant_bookable;is_business_travel_ready;cancellation_policy;ano;mes
43;;;f;1.0;-22.973522022744845;-43.382417058065634;Apartment;Private room;2;2.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",Doorman,Gym,Elevator,""Indoor fireplace"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer}";$512.00;$0.00;$0.00;1;$171.00;1;90;0;;;;;;;;f;f;flexible;2018;4
44;within a day;100%;f;1.0;-22.88756433675867;-43.5941334568168;Townhouse;Entire home/apt;5;1.0;1.0;1.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,Dog(s),Cat(s),""Free street parking"",""Family/kid friendly"",""Suitable for events"",""First aid kit"",""Safety card"",Essentials,Hangers,Iron,""Laptop friendly workspace"",""Self check-in"",""Front desk/doorperson"",""Hot water""}";$171.00;$0.00;$0.00;4;$45.00;1;60;3;73.0;9.0;7.0;9.0;9.0;8.0;9.0;t;f;flexible;2018;4
45;within an hour;100%;f;4.0;-22.98386039967817;-43.21383479718011;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Doorman,""Pets live on this property"",Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,""Host greets you""}";$301.00;;;1;$0.00;2;90;2;70.0;7.0;6.0;10.0;9.0;8.0;7.0;f;f;strict;2018;4
46;;;f;1.0;-22.94103019897892;-43.17617189796836;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",Doorman,Gym,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}";$376.00;;;1;$0.00;2;365;38;91.0;8.0;8.0;9.0;10.0;10.0;9.0;f;f;strict;2018;4
47;within an hour;100%;f;7.0;-22.97700229152734;-43.190410197540025;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Pack ’n Play/travel crib"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",""Step-free access"",""Step-free access"",""Step-free access""}";$161.00;$350.00;$130.00;3;$30.00;2;89;40;92.0;9.0;9.0;9.0;9.0;10.0;9.0;t;f;strict;2018;4
48;within an hour;100%;f;7.0;-22.97550267771828;-43.18864613001935;Apartment;Entire home/apt;3;1.0;1.0;3.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Pack ’n Play/travel crib"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",Other}";$181.00;$350.00;$120.00;2;$20.00;2;89;24;91.0;9.0;10.0;10.0;9.0;10.0;9.0;t;f;strict;2018;4
49;within an hour;100%;f;3.0;-22.98667861455319;-43.22171052846176;Apartment;Entire home/apt;4;2.0;3.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,""Free street parking"",""Buzzer/wireless intercom"",Washer,""Fire extinguisher"",Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";$485.00;$1,000.00;$300.00;3;$100.00;3;1125;27;97.0;10.0;10.0;10.0;10.0;10.0;9.0;t;f;strict;2018;4
50;within an hour;100%;f;7.0;-22.975492395229985;-43.18836222258928;Apartment;Entire home/apt;4;1.0;1.0;4.0;Real Bed;"{TV,Internet,Wifi,Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Pack ’n Play/travel crib"",""Hot water"",""Long term stays allowed"",""Step-free access"",""Well-lit path to entrance"",""Step-free access"",""Step-free access"",""Step-free access"",Waterfront,Beachfront}";$250.00;$330.00;$130.00;3;$30.00;2;90;23;94.0;9.0;10.0;10.0;10.0;10.0;10.0;t;f;strict;2018;4
51;;;f;1.0;-22.942861911945904;-43.19356424986633;House;Private room;1;;1.0;1.0;Real Bed;"{""Cable TV"",Internet,Wifi,Pool,Kitchen,""Washer / Dryer"",Breakfast,Washer,Dryer}";$308.00;;;1;$171.00;1;30;0;;;;;;;;f;f;flexible;2018;4
52;within an hour;100%;t;2.0;-22.982700395511625;-43.2003992517707;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,Wifi,""Air conditioning"",""Wheelchair accessible"",""Paid parking off premises"",""Smoking allowed"",Doorman,Breakfast,Elevator,""Buzzer/wireless intercom"",Washer,""First aid kit"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Luggage dropoff allowed"",""Step-free access"",""Flat path to front door"",""Well-lit path to entrance"",""Step-free access"",""Wide doorway"",""Accessible-height bed"",""Step-free access"",""Bathtub with bath chair"",""Accessible-height toilet"",""Wide clearance to shower, toilet"",""Step-free access"",""Wide entryway"",""Host greets you""}";$154.00;$342.00;$68.00;1;$17.00;3;21;155;98.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict;2018;4
53;within a day;50%;f;2.0;-22.95722818780707;-43.20437819030295;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Breakfast,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Safety card"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallway clearance"",""Step-free access"",""Wide doorway"",""Flat path to front door"",""Step-free access"",""Step-free access"",""Accessible-height toilet"",""Step-free access"",""Wide entryway""}";$158.00;$500.00;$150.00;1;$0.00;2;20;4;100.0;9.0;10.0;10.0;10.0;9.0;10.0;f;f;strict;2018;4
54;within a day;80%;f;8.0;-22.998563761159836;-43.27041738123012;Guest suite;Private room;2;7.0;1.0;2.0;Real Bed;"{Kitchen,""Free parking on premises""}";$82.00;;;1;$0.00;1;730;0;;;;;;;;f;f;flexible;2018;4
55;within a day;80%;f;8.0;-22.9989343498376;-43.27047384881165;Dorm;Shared room;12;0.5;1.0;12.0;Real Bed;{TV,Internet,Wifi,Kitchen};$68.00;$0.00;$0.00;1;$68.00;1;730;1;91.0;6.0;8.0;10.0;10.0;10.0;10.0;f;f;flexible;2018;4
56;a few days or more;0%;f;4.0;-22.983510987596407;-43.190499142959744;Apartment;Entire home/apt;5;3.0;2.0;4.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Breakfast,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Self check-in"",""Front desk/doorperson""}";$397.00;;$380.00;4;$0.00;6;60;0;;;;;;;;f;f;strict;2018;4
57;within an hour;100%;f;4.0;-23.01159086594512;-43.36925457556047;Apartment;Entire home/apt;4;1.0;1.0;4.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Gym,Elevator,""Free street parking"",""Family/kid friendly"",Washer,Dryer,Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private living room"",Crib,""Room-darkening shades"",""Children’s dinnerware"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Beach essentials"",""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallway clearance"",""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Disabled parking spot"",""Step-free access"",""Accessible-height bed"",""Step-free access"",""Step-free access"",""Wide entryway"",""Host greets you"",Waterfront,Beachfront}";$379.00;$627.00;$253.00;4;$42.00;3;500;14;99.0;10.0;9.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2018;4
58;within a day;100%;f;5.0;-22.945054390760365;-43.18137333983515;Apartment;Private room;4;1.0;1.0;1.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,Elevator,Washer}";$110.00;$500.00;$150.00;1;$0.00;4;730;0;;;;;;;;f;f;strict;2018;4
59;within an hour;100%;f;8.0;-22.94244516818134;-43.18762773875589;House;Private room;3;2.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,""Pets live on this property"",Dog(s),""Buzzer/wireless intercom"",Washer,Dryer,Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";$99.00;$800.00;;1;$60.00;7;365;15;98.0;9.0;9.0;10.0;10.0;9.0;9.0;f;f;strict;2018;4
60;within a day;100%;f;1.0;-23.030912124178677;-43.47327164127425;Bed and breakfast;Private room;4;2.0;1.0;4.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,Pool,Kitchen,""Free parking on premises"",Doorman,""Pets live on this property"",Dog(s),Washer,Dryer}";$99.00;$0.00;$80.00;1;$40.00;1;730;3;93.0;8.0;9.0;9.0;9.0;10.0;9.0;f;f;moderate;2018;4
61;within a few hours;100%;f;2.0;-22.988622444547328;-43.317334766009694;House;Entire home/apt;6;3.0;4.0;5.0;Real Bed;"{TV,Internet,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets live on this property"",Dog(s),Cat(s),""Family/kid friendly"",Essentials,Hangers,Iron,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Host greets you""}";$499.00;$4,000.00;$200.00;6;$150.00;2;30;0;;;;;;;;t;f;moderate;2018;4
62;within a few hours;100%;t;7.0;-22.915262728189973;-43.18148054665384;Apartment;Entire home/apt;3;1.0;0.0;2.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Fire extinguisher"",Essentials,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Cleaning before checkout"",Other}";$109.00;$750.00;$90.00;2;$35.00;2;28;42;91.0;9.0;9.0;10.0;10.0;9.0;9.0;t;f;strict;2018;4
63;within an hour;100%;t;1.0;-22.98856948559512;-43.227161309628805;Apartment;Entire home/apt;4;1.0;0.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Front desk/doorperson"",""Private entrance"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",Beachfront}";$167.00;$0.00;$211.00;2;$63.00;2;1000;56;96.0;9.0;9.0;10.0;10.0;9.0;9.0;t;f;strict;2018;4
64;within an hour;100%;f;9.0;-23.00283181867819;-43.32842381255758;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Pets allowed"",Doorman,Gym,Elevator,""Buzzer/wireless intercom"",Washer,Dryer,Essentials}";$181.00;;$119.00;2;$30.00;2;1125;52;88.0;9.0;8.0;10.0;10.0;9.0;9.0;f;f;strict;2018;4
65;within a day;100%;f;5.0;-22.950119809605845;-43.18281932889891;Apartment;Entire home/apt;2;;1.0;1.0;Real Bed;"{TV,""Air conditioning"",Kitchen,Elevator}";$410.00;$2,391.00;$581.00;2;$0.00;4;120;0;;;;;;;;f;f;flexible;2018;4
66;;;f;1.0;-22.904867732361947;-43.20923666801632;Apartment;Private room;2;2.0;1.0;2.0;Real Bed;"{TV,Internet,Wifi,""Wheelchair accessible"",Kitchen,Elevator,Washer,""First aid kit""}";$240.00;;;1;$0.00;1;730;0;;;;;;;;f;f;moderate;2018;4
67;a few days or more;33%;f;2.0;-22.970225867158845;-43.18669961520016;Apartment;Entire home/apt;10;2.0;2.0;4.0;Real Bed;"{TV,Wifi,""Air conditioning"",Kitchen,Elevator,""Family/kid friendly"",Washer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Babysitter recommendations"",""Room-darkening shades"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Beach essentials"",""Long term stays allowed"",""Wide hallway clearance"",""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Disabled parking spot"",""Step-free access"",""Wide doorway"",""Wide clearance to bed"",""Accessible-height bed"",""Step-free access"",""Accessible-height toilet"",""Step-free access"",""Wide entryway"",""Handheld shower head""}";$751.00;$1,500.00;$0.00;6;$80.00;3;1125;5;80.0;7.0;8.0;8.0;9.0;10.0;7.0;f;f;strict;2018;4
68;within a day;91%;f;3.0;-22.96189008499989;-43.169725863465054;Apartment;Entire home/apt;5;1.0;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Family/kid friendly"",Dryer,""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}";$599.00;;;1;$0.00;15;20;1;;;;;;;;f;f;flexible;2018;4
69;within an hour;100%;f;1.0;-23.008898126526315;-43.43049491016248;Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;"{TV,Internet,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",Gym,Elevator,""Family/kid friendly"",""Suitable for events"",Washer,""Fire extinguisher"",Essentials,Shampoo,Hangers,Iron,""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";$359.00;$1,955.00;$211.00;1;$0.00;4;30;3;87.0;8.0;10.0;10.0;10.0;9.0;9.0;t;f;strict;2018;4
70;;;f;1.0;-22.92248730479137;-43.18858032505165;Apartment;Private room;6;1.0;1.0;2.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",""Free parking on premises"",""Smoking allowed"",""Family/kid friendly"",Washer}";$249.00;;;2;$100.00;2;30;0;;;;;;;;f;f;flexible;2018;4
71;within an hour;89%;t;2.0;-23.011446777435;-43.315749245984975;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;"{""Cable TV"",Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,""Smoking allowed"",""Pets live on this property"",Dog(s),Elevator,""Family/kid friendly"",""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,Bathtub,""Window guards"",Refrigerator,""BBQ grill"",""Patio or balcony""}";$154.00;$800.00;$150.00;1;$80.00;2;90;7;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict;2018;4
72;within a day;100%;f;2.0;-22.98784203208504;-43.2275128172309;Apartment;Entire home/apt;4;1.0;1.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",""Family/kid friendly"",Washer,Essentials,Iron,""Window guards"",""Pack ’n Play/travel crib"",""Room-darkening shades"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed""}";$847.00;;$150.00;1;$0.00;2;90;79;86.0;9.0;8.0;9.0;9.0;10.0;9.0;t;f;strict;2018;4
73;within a few hours;100%;f;4.0;-22.91831324707884;-43.178501622245925;House;Private room;1;1.0;1.0;1.0;Real Bed;"{Wifi,Pool,Kitchen,""Pets live on this property"",Cat(s),""Free street parking"",""Family/kid friendly"",""First aid kit"",Essentials,""Lock on bedroom door"",Hangers,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed""}";$48.00;$0.00;$200.00;1;$0.00;60;365;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;moderate;2018;4
74;within an hour;80%;f;1.0;-22.98322043740515;-43.19087057989069;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Doorman,Elevator,""Family/kid friendly"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Long term stays allowed"",""Host greets you""}";$161.00;$342.00;$137.00;2;$0.00;3;60;95;92.0;10.0;9.0;10.0;9.0;10.0;9.0;t;f;strict;2018;4
75;within an hour;100%;f;2.0;-22.920019447041287;-43.18004812924552;Apartment;Entire home/apt;5;1.5;2.0;2.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Fire extinguisher"",Essentials,Hangers,Iron,""Laptop friendly workspace""}";$205.00;$1,708.00;$239.00;2;$85.00;2;180;52;97.0;10.0;10.0;10.0;9.0;10.0;9.0;t;f;strict;2018;4
76;within an hour;100%;t;2.0;-22.98644570636902;-43.1972418760119;Apartment;Entire home/apt;8;3.0;4.0;7.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Doorman,Gym,Elevator,""Hot tub"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,Bathtub,""High chair"",Crib,""Pack ’n Play/travel crib"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Beach essentials"",""Luggage dropoff allowed"",""Long term stays allowed"",""Well-lit path to entrance"",Waterfront,Beachfront,""Handheld shower head""}";$1,025.00;$5,123.00;$512.00;1;$171.00;2;29;104;97.0;9.0;10.0;10.0;10.0;10.0;9.0;t;f;strict;2018;4
77;;;f;1.0;-22.998658188678256;-43.25209894183019;House;Entire home/apt;6;4.0;3.0;4.0;Real Bed;"{TV,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";$10,245.00;;;1;$0.00;7;73560;0;;;;;;;;t;f;strict;2018;4
78;within a few hours;100%;f;7.0;-23.01299230180847;-43.43739360054048;Bed and breakfast;Private room;3;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Breakfast,""Pets live on this property"",Dog(s),""Family/kid friendly"",""Suitable for events"",Washer,""24-hour check-in"",Hangers,Iron,""Laptop friendly workspace""}";$140.00;;;1;$85.00;1;365;52;93.0;9.0;9.0;10.0;10.0;9.0;9.0;f;f;strict;2018;4
79;within a few hours;100%;t;3.0;-22.962117617454343;-43.17592362624936;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Front desk/doorperson"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed""}";$239.00;;$102.00;2;$34.00;2;180;25;85.0;10.0;9.0;9.0;9.0;9.0;9.0;t;f;moderate;2018;4
80;within an hour;100%;f;5.0;-22.915806722943746;-43.19181152048642;House;Private room;2;0.0;1.0;1.0;Real Bed;"{""Cable TV"",Wifi,Kitchen,""Paid parking off premises"",Essentials,""Lock on bedroom door"",""Host greets you""}";$51.00;$0.00;$40.00;1;$30.00;2;10;6;90.0;8.0;8.0;9.0;9.0;7.0;7.0;f;f;moderate;2018;4
81;a few days or more;0%;f;1.0;-22.90903738101952;-43.18943233696957;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,Wifi,Kitchen,Doorman,Breakfast,""Pets live on this property"",Cat(s),Elevator,""Buzzer/wireless intercom"",Washer,Dryer}";$150.00;$600.00;;1;$80.00;2;730;0;;;;;;;;f;f;strict;2018;4
82;within a day;68%;f;3.0;-22.9645385697689;-43.17761451441753;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;"{TV,""Wheelchair accessible"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly""}";$324.00;;;4;$14.00;1;730;0;;;;;;;;f;f;flexible;2018;4
83;;;f;2.0;-22.902841108842694;-43.222474674972936;Apartment;Private room;2;1.0;1.0;1.0;Pull-out Sofa;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Shampoo}";$514.00;;;1;$205.00;1;365;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict;2018;4
84;within an hour;100%;f;1.0;-22.97000440296209;-43.18822800527058;Apartment;Entire home/apt;2;1.0;1.0;1.0;Pull-out Sofa;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",""Laptop friendly workspace""}";$291.00;$422.00;$84.00;1;$0.00;2;31;73;100.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict;2018;4
85;within an hour;67%;f;2.0;-22.917873203136946;-43.18660583033554;Bed and breakfast;Shared room;1;;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Breakfast,""Pets live on this property"",Dog(s),""Hot tub"",""Family/kid friendly"",Washer,Dryer,""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,Iron}";$130.00;;;1;$50.00;2;365;21;96.0;10.0;9.0;10.0;10.0;9.0;9.0;t;f;strict;2018;4
86;within an hour;100%;f;5.0;-22.892280332169868;-43.35647839203197;House;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Dog(s),""Free street parking"",""Family/kid friendly"",Washer,Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Well-lit path to entrance"",""Host greets you""}";$120.00;$0.00;$50.00;1;$50.00;1;365;4;95.0;9.0;10.0;10.0;9.0;8.0;9.0;t;f;moderate;2018;4
87;within an hour;80%;f;2.0;-22.969947020877687;-43.18878807659534;Apartment;Entire home/apt;4;2.0;2.0;2.0;Real Bed;"{""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Hot tub"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Host greets you""}";$376.00;$2,000.00;$150.00;2;$0.00;2;270;9;96.0;10.0;10.0;9.0;10.0;10.0;9.0;f;f;strict;2018;4
88;within a day;100%;f;3.0;-22.936929183150728;-43.19098433088751;Apartment;Private room;1;2.0;1.0;2.0;Real Bed;"{Internet,Wifi,Kitchen,Doorman,""Pets live on this property"",Cat(s),""Buzzer/wireless intercom"",Washer,""24-hour check-in"",""Laptop friendly workspace"",Refrigerator,""Well-lit path to entrance""}";$68.00;$1,868.00;$205.00;1;$82.00;1;45;4;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;moderate;2018;4
89;;;f;2.0;-22.915487712984508;-43.226262298050486;House;Private room;3;1.0;1.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,""translation missing: en.hosting_amenity_50""}";$301.00;;;1;$50.00;1;730;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;flexible;2018;4
